date,Campsite,1,2,3,4,5,6,2P
6/18/2015,camping5,4,7,4,,,,
6/18/2015,camping6,3,2,6,,,,
6/18/2015,camping7,6,6,2,,,,
6/18/2015,camping8,10,2,2,,,,1
6/18/2015,entrance0,15,12,5,1,,,
6/18/2015,entrance1,11,13,6,2,1,1,
6/18/2015,entrance2,13,15,10,1,3,1,
6/18/2015,entrance3,24,10,4,5,1,1,
6/18/2015,entrance4,8,7,5,2,3,1,
6/18/2015,gate3,,,,,,,2
6/18/2015,gate4,,,,,,,2
6/18/2015,gate5,,,,,,,2
6/18/2015,gate8,,,,,,,2
6/18/2015,general-gate1,30,16,11,3,2,2,
6/18/2015,general-gate2,30,16,11,3,2,2,
6/18/2015,general-gate3,1,1,,,,,1
6/18/2015,general-gate4,19,17,12,,1,1,
6/18/2015,general-gate5,17,7,7,2,1,1,1
6/18/2015,general-gate6,6,6,2,,,,
6/18/2015,general-gate7,31,26,16,2,1,1,
6/18/2015,ranger-base,,,,,,,2
6/18/2015,ranger-stop0,30,16,11,3,2,2,
6/18/2015,ranger-stop2,30,16,11,3,2,2,
6/18/2015,ranger-stop3,,,,,,,2
6/18/2015,ranger-stop5,,,,,,,2
6/18/2015,ranger-stop6,,,,,,,2
6/19/2015,camping0,3,5,3,,,,
6/19/2015,camping1,2,,,,,,
6/19/2015,camping2,6,3,1,,,,
6/19/2015,camping3,9,5,3,,,,
6/19/2015,camping4,12,5,3,,,,
6/19/2015,camping5,9,4,8,,,,
6/19/2015,camping6,10,9,1,,,,
6/19/2015,camping7,4,2,,,,,
6/19/2015,camping8,12,5,2,,,,1
6/19/2015,entrance0,12,6,7,2,,,
6/19/2015,entrance1,17,9,6,1,2,1,
6/19/2015,entrance2,8,11,2,,2,,
6/19/2015,entrance3,18,16,11,1,,,
6/19/2015,entrance4,19,10,5,2,2,1,
6/19/2015,gate3,,,,,,,4
6/19/2015,gate4,,,,,,,2
6/19/2015,gate5,,,,,,,4
6/19/2015,gate6,,,,,,,2
6/19/2015,gate7,,,,,,,2
6/19/2015,gate8,,,,,,,6
6/19/2015,general-gate0,1,,,,,,
6/19/2015,general-gate1,34,17,10,2,2,1,2
6/19/2015,general-gate2,34,17,10,2,2,1,2
6/19/2015,general-gate3,1,1,,,,,1
6/19/2015,general-gate4,27,8,12,1,2,1,2
6/19/2015,general-gate5,25,13,6,2,1,1,5
6/19/2015,general-gate6,4,2,,,,,
6/19/2015,general-gate7,38,19,21,1,2,1,2
6/19/2015,ranger-base,,,,,,,6
6/19/2015,ranger-stop0,34,17,10,2,2,1,3
6/19/2015,ranger-stop2,34,17,10,2,2,1,3
6/19/2015,ranger-stop3,,,,,,,4
6/19/2015,ranger-stop4,,,,,,,2
6/19/2015,ranger-stop5,,,,,,,2
6/19/2015,ranger-stop6,,,,,,,4
6/19/2015,ranger-stop7,,,,,,,2
6/20/2015,camping0,8,7,1,,,,
6/20/2015,camping2,7,9,1,,,,
6/20/2015,camping3,11,1,5,,,,
6/20/2015,camping4,10,5,2,,,,2
6/20/2015,camping5,10,6,4,,,,
6/20/2015,camping6,9,6,3,,,,
6/20/2015,camping7,10,,1,,,,
6/20/2015,camping8,8,7,7,,,,2
6/20/2015,entrance0,15,14,10,1,1,1,
6/20/2015,entrance1,12,9,5,,,4,
6/20/2015,entrance2,25,10,9,,,1,
6/20/2015,entrance3,22,13,9,1,,1,
6/20/2015,entrance4,20,15,8,1,1,1,
6/20/2015,gate2,,,,,,,2
6/20/2015,gate3,,,,,,,4
6/20/2015,gate4,,,,,,,6
6/20/2015,gate5,,,,,,,8
6/20/2015,gate6,,,,,,,6
6/20/2015,gate7,,,,,,,4
6/20/2015,gate8,,,,,,,5
6/20/2015,general-gate1,43,28,16,1,1,2,2
6/20/2015,general-gate2,43,28,16,1,1,2,2
6/20/2015,general-gate3,3,1,2,,,,2
6/20/2015,general-gate4,34,24,10,1,,3,2
6/20/2015,general-gate5,24,17,10,1,1,1,3
6/20/2015,general-gate6,10,,1,,,,
6/20/2015,general-gate7,49,31,16,1,,4,7
6/20/2015,ranger-base,,,,,,,5
6/20/2015,ranger-stop0,43,28,16,1,1,2,3
6/20/2015,ranger-stop1,,,,,,,2
6/20/2015,ranger-stop2,43,28,16,1,1,2,3
6/20/2015,ranger-stop3,,,,,,,4
6/20/2015,ranger-stop4,,,,,,,4
6/20/2015,ranger-stop5,,,,,,,6
6/20/2015,ranger-stop6,,,,,,,9
6/20/2015,ranger-stop7,,,,,,,4
6/21/2015,camping0,6,5,1,,,,
6/21/2015,camping1,6,,,,,,
6/21/2015,camping2,3,6,1,,,,
6/21/2015,camping3,6,4,5,,,,
6/21/2015,camping4,14,6,4,,,,
6/21/2015,camping5,8,11,4,,,,2
6/21/2015,camping6,17,2,4,,,,2
6/21/2015,camping7,6,2,2,,,,
6/21/2015,camping8,13,4,3,,,,4
6/21/2015,entrance0,21,6,7,1,,1,
6/21/2015,entrance1,23,8,9,3,,1,
6/21/2015,entrance2,16,11,10,1,,,
6/21/2015,entrance3,28,11,14,1,,,
6/21/2015,entrance4,17,9,5,1,,,
6/21/2015,gate4,,,,,,,2
6/21/2015,gate5,,,,,,,2
6/21/2015,gate6,,,,,,,2
6/21/2015,gate8,,,,,,,9
6/21/2015,general-gate0,5,,,,,,
6/21/2015,general-gate1,51,22,16,2,,,4
6/21/2015,general-gate2,51,22,16,2,,,6
6/21/2015,general-gate3,,1,1,,,,
6/21/2015,general-gate4,34,25,9,1,,1,4
6/21/2015,general-gate5,30,11,7,1,,,9
6/21/2015,general-gate6,6,2,2,,,,
6/21/2015,general-gate7,47,34,16,2,,1,6
6/21/2015,ranger-base,,,,,,,9
6/21/2015,ranger-stop0,51,22,16,2,,,8
6/21/2015,ranger-stop2,51,22,16,2,,,6
6/21/2015,ranger-stop4,,,,,,,4
6/21/2015,ranger-stop5,,,,,,,2
6/21/2015,ranger-stop6,,,,,,,2
6/22/2015,camping0,3,4,3,,,,
6/22/2015,camping1,2,,,,,,
6/22/2015,camping2,6,6,1,,,,
6/22/2015,camping3,9,1,4,,,,
6/22/2015,camping4,8,8,4,,,,
6/22/2015,camping5,15,5,5,,,,2
6/22/2015,camping6,4,5,2,,,,
6/22/2015,camping7,5,5,3,,,,4
6/22/2015,camping8,12,6,4,,,,
6/22/2015,entrance0,11,14,7,1,,,
6/22/2015,entrance1,15,8,5,4,1,,
6/22/2015,entrance2,11,9,7,3,1,,
6/22/2015,entrance3,25,13,12,3,1,,
6/22/2015,entrance4,16,11,6,3,1,,
6/22/2015,gate4,,,,,,,4
6/22/2015,gate5,,,,,,,4
6/22/2015,gate6,,,,,,,4
6/22/2015,gate8,,,,,,,4
6/22/2015,general-gate0,1,,,,,,
6/22/2015,general-gate1,32,24,10,4,2,,
6/22/2015,general-gate2,32,24,10,4,2,,
6/22/2015,general-gate3,2,2,2,,,,
6/22/2015,general-gate4,26,21,8,3,1,,
6/22/2015,general-gate5,17,17,5,2,1,,
6/22/2015,general-gate6,5,5,3,,,,4
6/22/2015,general-gate7,48,28,17,4,1,,4
6/22/2015,ranger-base,,,,,,,4
6/22/2015,ranger-stop0,32,24,10,4,2,,
6/22/2015,ranger-stop2,32,24,10,4,2,,
6/22/2015,ranger-stop4,,,,,,,2
6/22/2015,ranger-stop5,,,,,,,4
6/22/2015,ranger-stop6,,,,,,,4
6/23/2015,camping0,7,,3,,,,2
6/23/2015,camping1,9,,,,,,
6/23/2015,camping2,8,4,2,,,,
6/23/2015,camping3,13,7,1,,,,2
6/23/2015,camping4,5,5,2,,,,
6/23/2015,camping5,9,6,7,,,,
6/23/2015,camping6,3,5,6,,,,
6/23/2015,camping7,6,2,,,,,
6/23/2015,camping8,7,8,,,,,3
6/23/2015,entrance0,16,11,4,1,,,
6/23/2015,entrance1,10,11,5,3,4,,
6/23/2015,entrance2,19,11,6,3,1,,
6/23/2015,entrance3,23,10,4,2,4,,
6/23/2015,entrance4,11,14,11,1,2,,
6/23/2015,gate0,,,,,,,4
6/23/2015,gate1,,,,,,,4
6/23/2015,gate3,,,,,,,4
6/23/2015,gate4,,,,,,,2
6/23/2015,gate5,,,,,,,5
6/23/2015,gate6,,,,,,,3
6/23/2015,gate7,,,,,,,2
6/23/2015,gate8,,,,,,,8
6/23/2015,general-gate0,7,,,,,,
6/23/2015,general-gate1,39,22,11,4,3,,3
6/23/2015,general-gate2,39,22,11,4,3,,3
6/23/2015,general-gate3,1,2,,,,,1
6/23/2015,general-gate4,33,22,13,2,1,,
6/23/2015,general-gate5,16,16,10,1,2,,6
6/23/2015,general-gate6,6,2,,,,,
6/23/2015,general-gate7,48,28,16,3,3,,
6/23/2015,ranger-base,,,,,,,8
6/23/2015,ranger-stop0,39,22,11,4,3,,5
6/23/2015,ranger-stop2,39,22,11,4,3,,4
6/23/2015,ranger-stop3,,,,,,,4
6/23/2015,ranger-stop5,,,,,,,2
6/23/2015,ranger-stop6,,,,,,,5
6/23/2015,ranger-stop7,,,,,,,2
6/24/2015,camping0,10,6,1,,,,
6/24/2015,camping1,2,,,,,,
6/24/2015,camping2,6,8,4,,,,
6/24/2015,camping3,4,2,2,,,,
6/24/2015,camping4,8,6,3,,,,
6/24/2015,camping5,12,3,8,,,,
6/24/2015,camping6,7,3,9,,,,
6/24/2015,camping7,8,2,4,,,,
6/24/2015,camping8,11,7,2,,,,
6/24/2015,entrance0,21,8,6,2,2,,
6/24/2015,entrance1,16,13,10,1,,,
6/24/2015,entrance2,13,15,9,2,,3,
6/24/2015,entrance3,29,10,14,2,,,
6/24/2015,entrance4,17,13,6,1,1,3,
6/24/2015,gate2,,,,,,,2
6/24/2015,gate4,,,,,,,2
6/24/2015,gate5,,,,,,,2
6/24/2015,gate6,,,,,,,2
6/24/2015,gate7,,,,,,,2
6/24/2015,gate8,,,,,,,2
6/24/2015,general-gate0,2,,,,,,
6/24/2015,general-gate1,36,28,20,1,1,,
6/24/2015,general-gate2,36,28,20,1,1,,
6/24/2015,general-gate3,2,1,1,,,,
6/24/2015,general-gate4,31,24,14,1,1,,
6/24/2015,general-gate5,22,12,13,,1,,
6/24/2015,general-gate6,8,2,4,,,,
6/24/2015,general-gate7,47,30,22,1,1,,2
6/24/2015,ranger-base,,,,,,,2
6/24/2015,ranger-stop0,36,28,20,1,1,,
6/24/2015,ranger-stop1,,,,,,,2
6/24/2015,ranger-stop2,36,28,20,1,1,,
6/24/2015,ranger-stop5,,,,,,,2
6/24/2015,ranger-stop6,,,,,,,2
6/24/2015,ranger-stop7,,,,,,,2
6/25/2015,camping0,5,2,1,,,,
6/25/2015,camping1,2,2,,,,,
6/25/2015,camping2,6,8,,,,,2
6/25/2015,camping3,14,4,1,,,,
6/25/2015,camping4,5,9,2,,,,
6/25/2015,camping5,15,6,7,,,,
6/25/2015,camping6,9,5,6,,,,
6/25/2015,camping7,7,2,6,,,,
6/25/2015,camping8,2,2,4,,,,2
6/25/2015,entrance0,16,13,9,2,1,3,
6/25/2015,entrance1,14,4,2,1,,,
6/25/2015,entrance2,13,12,3,1,,3,
6/25/2015,entrance3,17,8,8,2,1,1,
6/25/2015,entrance4,20,12,7,2,,1,
6/25/2015,gate2,,,,,,,2
6/25/2015,gate3,,,,2,,,6
6/25/2015,gate4,,,,,,,4
6/25/2015,gate5,,,,2,,,6
6/25/2015,gate6,,,,2,,,6
6/25/2015,gate7,,,,,,,4
6/25/2015,gate8,,,,,,,5
6/25/2015,general-gate0,,1,,,,,
6/25/2015,general-gate1,36,23,18,3,,4,2
6/25/2015,general-gate2,36,23,18,3,,4,2
6/25/2015,general-gate3,,1,,,,,2
6/25/2015,general-gate4,32,20,9,1,,,2
6/25/2015,general-gate5,28,12,15,4,,1,6
6/25/2015,general-gate6,7,2,6,,,,
6/25/2015,general-gate7,46,27,12,1,,,5
6/25/2015,ranger-base,,,,,,,5
6/25/2015,ranger-stop0,36,23,18,3,,4,3
6/25/2015,ranger-stop1,,,,,,,2
6/25/2015,ranger-stop2,36,23,18,3,,4,3
6/25/2015,ranger-stop3,,,,2,,,6
6/25/2015,ranger-stop4,,,,,,,2
6/25/2015,ranger-stop5,,,,,,,4
6/25/2015,ranger-stop6,,,,2,,,7
6/25/2015,ranger-stop7,,,,,,,4
6/26/2015,camping0,6,5,3,,,,
6/26/2015,camping2,5,3,1,,,,
6/26/2015,camping3,4,2,1,,,,
6/26/2015,camping4,6,7,4,,,,
6/26/2015,camping5,15,7,7,,,,
6/26/2015,camping6,11,9,1,,,,
6/26/2015,camping7,10,1,3,,,,
6/26/2015,camping8,9,6,2,,,,1
6/26/2015,entrance0,18,8,8,,,,
6/26/2015,entrance1,16,11,6,2,,,
6/26/2015,entrance2,13,16,7,5,1,,
6/26/2015,entrance3,14,9,3,1,2,,
6/26/2015,entrance4,14,12,4,2,3,,
6/26/2015,gate2,,,,,,,2
6/26/2015,gate3,,,,,,,2
6/26/2015,gate4,,,,,,,2
6/26/2015,gate5,,,,,,,2
6/26/2015,gate6,,,,,,,2
6/26/2015,gate7,,,,,,,2
6/26/2015,gate8,,,,,,,3
6/26/2015,general-gate1,36,21,11,3,2,,2
6/26/2015,general-gate2,36,21,11,3,2,,2
6/26/2015,general-gate3,1,3,,,,,1
6/26/2015,general-gate4,32,22,15,2,,,2
6/26/2015,general-gate5,24,15,6,,2,,3
6/26/2015,general-gate6,10,1,3,,,,
6/26/2015,general-gate7,43,28,18,2,,,3
6/26/2015,ranger-base,,,,,,,3
6/26/2015,ranger-stop0,36,21,11,3,2,,3
6/26/2015,ranger-stop1,,,,,,,2
6/26/2015,ranger-stop2,36,21,11,3,2,,3
6/26/2015,ranger-stop3,,,,,,,2
6/26/2015,ranger-stop4,,,,,,,2
6/26/2015,ranger-stop5,,,,,,,2
6/26/2015,ranger-stop6,,,,,,,3
6/26/2015,ranger-stop7,,,,,,,2
6/27/2015,camping0,6,4,5,,,,
6/27/2015,camping2,8,3,,,,,
6/27/2015,camping3,12,2,3,,,,
6/27/2015,camping4,15,8,1,,,,
6/27/2015,camping5,11,6,4,,,,
6/27/2015,camping6,4,5,2,,,,
6/27/2015,camping7,6,1,,,,,
6/27/2015,camping8,12,7,3,,,,1
6/27/2015,entrance0,22,8,4,2,1,4,
6/27/2015,entrance1,17,4,4,2,1,4,
6/27/2015,entrance2,12,10,5,3,,,
6/27/2015,entrance3,24,16,12,1,,1,
6/27/2015,entrance4,23,11,3,,,1,
6/27/2015,gate3,,,,,,,6
6/27/2015,gate4,,,,,,,2
6/27/2015,gate5,,,,,,,6
6/27/2015,gate6,,,,,,,4
6/27/2015,gate7,,,,,,,4
6/27/2015,gate8,,,,,,,8
6/27/2015,general-gate1,39,21,9,1,,1,
6/27/2015,general-gate2,39,21,9,1,,1,2
6/27/2015,general-gate3,2,2,,,,,1
6/27/2015,general-gate4,41,12,7,2,1,3,
6/27/2015,general-gate5,24,11,2,,,1,7
6/27/2015,general-gate6,6,1,,,,,
6/27/2015,general-gate7,55,22,15,2,1,4,
6/27/2015,ranger-base,,,,,,,8
6/27/2015,ranger-stop0,39,21,9,1,,1,2
6/27/2015,ranger-stop2,39,21,9,1,,1,
6/27/2015,ranger-stop3,,,,,,,6
6/27/2015,ranger-stop5,,,,,,,2
6/27/2015,ranger-stop6,,,,,,,6
6/27/2015,ranger-stop7,,,,,,,4
6/28/2015,camping0,2,,3,,,,
6/28/2015,camping1,4,6,,,,,
6/28/2015,camping2,6,10,,,,,
6/28/2015,camping3,12,2,2,,,,
6/28/2015,camping4,9,4,2,,,,
6/28/2015,camping5,11,8,11,,,,
6/28/2015,camping6,8,4,4,,,,
6/28/2015,camping7,2,,4,,,,2
6/28/2015,camping8,8,5,5,,,,2
6/28/2015,entrance0,13,8,7,1,1,,
6/28/2015,entrance1,9,6,9,3,,2,
6/28/2015,entrance2,14,8,6,2,1,,
6/28/2015,entrance3,18,10,10,1,2,1,
6/28/2015,entrance4,16,12,9,1,,1,
6/28/2015,gate2,,,,,,,2
6/28/2015,gate3,,,,,,,6
6/28/2015,gate4,,,,,,,4
6/28/2015,gate5,,,,,,,4
6/28/2015,gate6,,,,,,,2
6/28/2015,gate7,,,,,,,2
6/28/2015,gate8,,,,,,,8
6/28/2015,general-gate0,3,5,,,,,
6/28/2015,general-gate1,28,21,16,3,1,1,4
6/28/2015,general-gate2,28,21,16,3,1,1,4
6/28/2015,general-gate3,3,1,2,,,,2
6/28/2015,general-gate4,25,21,12,2,,1,4
6/28/2015,general-gate5,16,11,12,1,,1,8
6/28/2015,general-gate6,2,,4,,,,2
6/28/2015,general-gate7,37,26,18,3,,2,5
6/28/2015,ranger-base,,,,,,,8
6/28/2015,ranger-stop0,28,21,16,3,1,1,6
6/28/2015,ranger-stop1,,,,,,,2
6/28/2015,ranger-stop2,28,21,16,3,1,1,6
6/28/2015,ranger-stop3,,,,,,,6
6/28/2015,ranger-stop4,,,,,,,4
6/28/2015,ranger-stop5,,,,,,,4
6/28/2015,ranger-stop6,,,,,,,5
6/28/2015,ranger-stop7,,,,,,,2
6/29/2015,camping0,7,8,6,,,,
6/29/2015,camping2,7,5,,,,,
6/29/2015,camping3,4,5,5,,,,
6/29/2015,camping4,14,7,3,,,,
6/29/2015,camping5,20,7,5,,,,
6/29/2015,camping6,8,1,2,,,,
6/29/2015,camping7,9,2,9,,,,
6/29/2015,camping8,10,4,5,,,,
6/29/2015,entrance0,9,14,8,3,1,,
6/29/2015,entrance1,13,7,7,3,,1,
6/29/2015,entrance2,24,8,8,,2,1,
6/29/2015,entrance3,27,16,8,1,2,,
6/29/2015,entrance4,16,13,6,1,1,,
6/29/2015,gate3,,,,,,,2
6/29/2015,gate5,,,,,,,2
6/29/2015,gate6,,,,,,,2
6/29/2015,gate7,,,,,,,2
6/29/2015,gate8,,,,,,,2
6/29/2015,general-gate1,41,20,20,1,3,1,
6/29/2015,general-gate2,41,20,20,1,3,1,
6/29/2015,general-gate3,1,,1,,,,
6/29/2015,general-gate4,35,21,17,2,,1,
6/29/2015,general-gate5,21,13,13,1,1,,2
6/29/2015,general-gate6,9,2,9,,,,
6/29/2015,general-gate7,56,34,20,3,,1,
6/29/2015,ranger-base,,,,,,,2
6/29/2015,ranger-stop0,41,20,20,1,3,1,
6/29/2015,ranger-stop2,41,20,20,1,3,1,
6/29/2015,ranger-stop3,,,,,,,2
6/29/2015,ranger-stop6,,,,,,,2
6/29/2015,ranger-stop7,,,,,,,2
6/30/2015,camping0,10,7,5,,,,
6/30/2015,camping2,4,4,1,,,,
6/30/2015,camping3,8,7,1,,,,
6/30/2015,camping4,11,4,1,,,,
6/30/2015,camping5,7,5,4,,,,
6/30/2015,camping6,13,5,,,,,
6/30/2015,camping7,4,5,1,,,,
6/30/2015,camping8,6,5,6,,,,2
6/30/2015,entrance0,17,10,3,1,1,,
6/30/2015,entrance1,15,8,6,1,,,
6/30/2015,entrance2,15,10,7,1,1,,
6/30/2015,entrance3,18,17,6,1,,,
6/30/2015,entrance4,14,19,5,2,,,
6/30/2015,gate2,,,,,,,2
6/30/2015,gate3,,,,,,,4
6/30/2015,gate4,,,,,,,4
6/30/2015,gate5,,,,,,,4
6/30/2015,gate6,,,,,,,2
6/30/2015,gate7,,,,,,,2
6/30/2015,gate8,,,,,,,4
6/30/2015,general-gate1,36,24,9,1,1,,2
6/30/2015,general-gate2,36,24,9,1,1,,2
6/30/2015,general-gate3,1,,3,,,,2
6/30/2015,general-gate4,32,18,8,,,,2
6/30/2015,general-gate5,20,16,6,1,,,4
6/30/2015,general-gate6,4,5,1,,,,
6/30/2015,general-gate7,46,28,12,1,,,3
6/30/2015,ranger-base,,,,,,,4
6/30/2015,ranger-stop0,36,24,9,1,1,,3
6/30/2015,ranger-stop1,,,,,,,2
6/30/2015,ranger-stop2,36,24,9,1,1,,3
6/30/2015,ranger-stop3,,,,,,,4
6/30/2015,ranger-stop4,,,,,,,2
6/30/2015,ranger-stop5,,,,,,,4
6/30/2015,ranger-stop6,,,,,,,5
6/30/2015,ranger-stop7,,,,,,,2
7/1/2015,camping0,8,8,2,,,,
7/1/2015,camping1,5,,,,,,
7/1/2015,camping2,12,3,4,,,,
7/1/2015,camping3,16,4,4,,,,
7/1/2015,camping4,15,9,1,,,,
7/1/2015,camping5,15,7,6,,,,
7/1/2015,camping6,7,6,5,,,,
7/1/2015,camping7,9,8,8,,,,
7/1/2015,camping8,6,6,5,,,,
7/1/2015,entrance0,24,14,12,2,1,,
7/1/2015,entrance1,14,7,11,5,2,,
7/1/2015,entrance2,23,17,12,,1,2,
7/1/2015,entrance3,25,10,9,1,1,3,
7/1/2015,entrance4,19,10,11,2,1,2,
7/1/2015,gate2,,,,,,,2
7/1/2015,gate5,,,,,,,2
7/1/2015,gate6,,,,,,,2
7/1/2015,gate8,,,,,,,4
7/1/2015,general-gate0,3,,,,,,
7/1/2015,general-gate1,45,31,21,2,2,3,2
7/1/2015,general-gate2,45,31,21,2,2,3,2
7/1/2015,general-gate3,,,1,,,,
7/1/2015,general-gate4,43,30,14,4,1,,2
7/1/2015,general-gate5,23,13,17,2,1,2,2
7/1/2015,general-gate6,9,8,8,,,,
7/1/2015,general-gate7,61,35,21,5,2,,4
7/1/2015,ranger-base,,,,,,,4
7/1/2015,ranger-stop0,45,31,21,2,2,3,3
7/1/2015,ranger-stop1,,,,,,,4
7/1/2015,ranger-stop2,45,31,21,2,2,3,3
7/1/2015,ranger-stop4,,,,,,,2
7/1/2015,ranger-stop6,,,,,,,2
7/2/2015,camping0,10,2,3,,,,
7/2/2015,camping1,2,,,,,,
7/2/2015,camping2,9,5,3,,,,
7/2/2015,camping3,8,2,1,,,,
7/2/2015,camping4,12,4,2,,,,
7/2/2015,camping5,10,11,3,,,,
7/2/2015,camping6,9,2,3,,,,
7/2/2015,camping7,8,6,1,,,,
7/2/2015,camping8,11,16,3,,,,2
7/2/2015,entrance0,21,12,7,1,1,1,
7/2/2015,entrance1,16,14,4,2,1,,
7/2/2015,entrance2,22,14,5,1,,,
7/2/2015,entrance3,23,21,3,2,,1,
7/2/2015,entrance4,25,16,6,,2,1,
7/2/2015,gate2,,,,,,,2
7/2/2015,gate3,,,,,,,2
7/2/2015,gate5,,,,,,,4
7/2/2015,gate6,,,,,,,4
7/2/2015,gate7,,,,,,,2
7/2/2015,gate8,,,,,,,4
7/2/2015,general-gate1,48,36,8,1,2,2,
7/2/2015,general-gate2,48,36,8,1,2,2,
7/2/2015,general-gate3,1,3,1,,,,
7/2/2015,general-gate4,40,22,11,1,1,,
7/2/2015,general-gate5,29,21,4,,2,1,4
7/2/2015,general-gate6,8,6,1,,,,
7/2/2015,general-gate7,55,34,14,2,1,,2
7/2/2015,ranger-base,,,,,,,4
7/2/2015,ranger-stop0,48,36,8,1,2,2,
7/2/2015,ranger-stop1,,,,,,,4
7/2/2015,ranger-stop2,48,36,8,1,2,2,
7/2/2015,ranger-stop3,,,,,,,2
7/2/2015,ranger-stop6,,,,,,,5
7/2/2015,ranger-stop7,,,,,,,2
7/3/2015,camping0,14,5,9,,,,
7/3/2015,camping1,,,2,,,,
7/3/2015,camping2,16,9,3,,,,
7/3/2015,camping3,21,11,6,,,,
7/3/2015,camping4,10,6,7,,,,
7/3/2015,camping5,20,12,7,,,,
7/3/2015,camping6,11,12,6,,,,
7/3/2015,camping7,4,4,4,,,,
7/3/2015,camping8,16,12,6,,,,2
7/3/2015,entrance0,23,21,6,1,,2,
7/3/2015,entrance1,23,14,10,3,1,1,
7/3/2015,entrance2,32,13,17,1,3,,
7/3/2015,entrance3,30,13,16,3,3,1,
7/3/2015,entrance4,26,22,11,2,3,,
7/3/2015,gate3,,,,,,,4
7/3/2015,gate4,,,,,,,4
7/3/2015,gate5,,,,,,,4
7/3/2015,gate8,,,,,,,4
7/3/2015,general-gate0,,,1,,,,
7/3/2015,general-gate1,64,37,22,3,4,,
7/3/2015,general-gate2,64,37,22,3,4,,
7/3/2015,general-gate3,4,1,3,,,,2
7/3/2015,general-gate4,63,38,19,2,1,1,
7/3/2015,general-gate5,33,26,12,2,2,,2
7/3/2015,general-gate6,4,4,4,,,,
7/3/2015,general-gate7,86,49,33,3,1,1,
7/3/2015,ranger-base,,,,,,,4
7/3/2015,ranger-stop0,64,37,22,3,4,,
7/3/2015,ranger-stop2,64,37,22,3,4,,
7/3/2015,ranger-stop3,,,,,,,4
7/3/2015,ranger-stop5,,,,,,,4
7/3/2015,ranger-stop6,,,,,,,4
7/4/2015,camping0,6,9,3,,,,
7/4/2015,camping2,26,8,3,,,,
7/4/2015,camping3,10,8,7,,,,
7/4/2015,camping4,16,15,9,,,,
7/4/2015,camping5,24,11,9,,,,
7/4/2015,camping6,7,4,5,,,,
7/4/2015,camping7,12,5,3,,,,
7/4/2015,camping8,15,11,5,,,,2
7/4/2015,entrance0,21,18,13,2,2,,
7/4/2015,entrance1,24,15,8,2,2,,
7/4/2015,entrance2,28,17,13,,1,,
7/4/2015,entrance3,26,20,13,1,1,,
7/4/2015,entrance4,27,22,10,3,2,,
7/4/2015,gate2,,,,,,,4
7/4/2015,gate3,,,,,,,4
7/4/2015,gate4,,,,,,,4
7/4/2015,gate5,,,,,,,4
7/4/2015,gate6,,,,,,,4
7/4/2015,gate7,,,,,,,4
7/4/2015,gate8,,,,,,,4
7/4/2015,general-gate1,63,41,25,3,3,,4
7/4/2015,general-gate2,63,41,25,3,3,,4
7/4/2015,general-gate3,1,3,1,,,,2
7/4/2015,general-gate4,59,44,22,,1,,4
7/4/2015,general-gate5,34,24,11,3,2,,6
7/4/2015,general-gate6,12,5,3,,,,
7/4/2015,general-gate7,83,58,28,,2,,6
7/4/2015,ranger-base,,,,,,,4
7/4/2015,ranger-stop0,63,41,25,3,3,,6
7/4/2015,ranger-stop1,,,,,,,4
7/4/2015,ranger-stop2,63,41,25,3,3,,6
7/4/2015,ranger-stop3,,,,,,,4
7/4/2015,ranger-stop4,,,,,,,4
7/4/2015,ranger-stop5,,,,,,,4
7/4/2015,ranger-stop6,,,,,,,6
7/4/2015,ranger-stop7,,,,,,,4
7/5/2015,camping0,12,5,2,,,,
7/5/2015,camping1,5,2,,,,,
7/5/2015,camping2,18,1,8,,,,2
7/5/2015,camping3,15,6,8,,,,
7/5/2015,camping4,18,13,5,,,,
7/5/2015,camping5,22,16,9,,,,
7/5/2015,camping6,20,13,7,,,,
7/5/2015,camping7,5,1,5,,,,
7/5/2015,camping8,23,10,10,,,,
7/5/2015,entrance0,29,17,9,2,4,,
7/5/2015,entrance1,26,13,9,1,,,
7/5/2015,entrance2,31,15,13,2,4,1,
7/5/2015,entrance3,44,16,13,2,3,1,
7/5/2015,entrance4,24,17,17,3,3,,
7/5/2015,gate3,,,,,,,2
7/5/2015,gate5,,,,,,,4
7/5/2015,gate6,,,,,,,4
7/5/2015,gate8,,,,,,,6
7/5/2015,general-gate0,3,2,,,,,
7/5/2015,general-gate1,64,46,29,3,7,1,2
7/5/2015,general-gate2,64,46,29,3,7,1,2
7/5/2015,general-gate3,4,2,2,,,,
7/5/2015,general-gate4,55,33,23,1,,,2
7/5/2015,general-gate5,33,27,18,2,3,,4
7/5/2015,general-gate6,5,1,5,,,,
7/5/2015,general-gate7,86,42,33,1,,,6
7/5/2015,ranger-base,,,,,,,6
7/5/2015,ranger-stop0,64,46,29,3,7,1,3
7/5/2015,ranger-stop2,64,46,29,3,7,1,3
7/5/2015,ranger-stop3,,,,,,,2
7/5/2015,ranger-stop4,,,,,,,4
7/5/2015,ranger-stop6,,,,,,,4
7/6/2015,camping0,5,6,1,,,,
7/6/2015,camping1,1,,,,,,
7/6/2015,camping2,8,7,3,,,,
7/6/2015,camping3,11,11,4,,,,
7/6/2015,camping4,14,8,6,,,,
7/6/2015,camping5,11,14,8,,,,
7/6/2015,camping6,11,2,7,,,,
