Date,1,2,3,4,5,6,2P,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
9/12/2015,391,255,110,28,0,19,45,9,2,12,21,19,21,13,19,17,36,33,36,46,30,0,0,0,2,0,2,2,2,5,1,72,72,3,59,48,19,88,5,73,0,73,2,2,0,2,2
9/13/2015,386,206,95,44,14,7,83,11,6,8,12,13,22,11,18,17,32,34,36,42,37,2,2,0,4,4,6,4,2,8,5,66,66,6,59,40,18,82,8,67,0,67,4,2,6,6,2
9/14/2015,317,177,168,0,9,8,40,9,0,10,9,15,21,8,14,13,27,23,25,43,29,0,0,2,2,2,2,2,0,4,0,66,68,1,47,42,14,75,4,68,2,66,2,0,2,2,0
9/15/2015,356,196,139,31,36,2,40,7,2,17,7,12,18,8,8,17,27,24,39,46,35,0,0,0,2,2,6,6,2,6,2,77,77,2,51,42,8,78,6,77,0,77,2,0,2,6,2
9/16/2015,312,172,94,20,2,12,41,3,0,13,12,13,11,3,4,12,25,35,26,31,32,0,0,0,2,2,2,0,0,4,0,59,59,4,54,37,4,74,4,60,0,60,2,2,2,2,0
9/17/2015,338,209,149,9,23,6,49,6,8,8,7,16,17,5,12,15,30,32,22,38,34,0,0,2,2,2,2,2,2,2,6,74,75,1,60,47,12,77,2,76,2,76,2,2,2,3,2
9/18/2015,261,145,208,0,19,9,82,6,2,16,14,15,12,7,18,10,21,28,25,43,33,0,0,0,4,0,10,10,6,8,2,56,55,2,47,40,18,76,8,55,0,55,4,2,0,10,6
9/19/2015,313,274,184,38,23,2,29,6,6,11,22,13,23,6,17,12,45,32,36,41,37,0,0,0,2,2,2,0,0,4,6,77,79,2,66,41,17,92,4,79,0,77,2,0,2,2,0
9/20/2015,286,292,166,33,36,14,130,10,0,18,20,17,13,15,15,10,33,34,42,54,27,0,0,4,6,4,6,6,6,8,0,81,83,5,65,52,15,98,8,85,4,85,6,4,4,8,6
9/21/2015,250,127,160,41,38,2,22,7,1,9,7,14,11,11,9,11,25,29,30,31,29,0,0,0,0,0,0,0,0,2,1,63,63,1,48,36,9,61,2,64,0,64,0,2,0,0,0
9/22/2015,326,98,148,14,9,2,46,6,2,22,11,9,15,3,8,8,21,29,24,35,20,0,0,0,2,0,2,2,0,6,2,59,59,0,51,30,8,77,6,60,0,60,2,2,0,2,0
9/23/2015,304,170,144,34,13,6,23,5,0,7,12,19,12,4,12,11,28,26,33,39,31,0,0,2,0,0,2,2,0,2,0,69,69,1,46,36,12,68,2,69,2,69,0,2,0,2,0
9/24/2015,237,238,103,36,19,0,28,4,0,12,9,6,13,13,6,11,35,26,34,31,23,0,0,0,0,2,4,4,0,2,0,69,69,1,44,32,6,59,2,69,0,69,0,0,2,4,0
9/25/2015,305,273,154,34,3,25,69,7,2,16,14,19,21,13,9,13,42,29,40,38,36,0,0,2,4,2,4,4,4,4,0,72,72,3,73,44,9,98,4,73,2,73,4,2,2,5,4
9/26/2015,310,197,174,23,12,5,14,10,3,12,12,16,20,13,12,12,25,31,31,37,33,0,0,0,0,0,2,2,0,2,3,66,66,1,57,32,12,87,2,66,0,66,0,2,0,2,0
9/27/2015,315,185,114,17,11,6,76,9,0,13,13,17,17,10,10,14,31,24,21,36,32,0,0,4,2,0,6,6,2,6,0,57,57,2,59,38,10,90,6,58,4,58,2,2,0,6,2
9/28/2015,244,246,100,10,15,13,107,6,0,13,18,10,20,13,6,10,30,17,31,36,31,0,0,2,8,6,8,4,4,8,0,58,58,6,52,38,6,79,8,59,2,59,8,2,6,9,4
9/29/2015,370,197,80,25,7,8,16,7,2,15,12,9,12,21,12,10,23,37,25,36,30,0,0,0,0,2,0,0,0,2,1,66,68,1,48,44,12,68,2,70,0,66,0,0,2,0,0
9/30/2015,279,197,136,13,12,12,79,6,0,10,7,15,12,23,8,10,27,21,32,38,28,0,0,0,6,6,10,2,2,8,0,66,66,3,44,43,8,63,8,66,0,66,6,0,6,10,2
10/1/2015,165,91,82,32,0,9,52,3,0,8,11,8,5,6,4,4,11,14,18,31,15,0,0,0,6,4,8,4,0,6,0,35,35,2,27,23,4,45,6,35,0,35,6,0,4,8,0
10/2/2015,107,105,41,2,6,7,14,3,0,8,5,11,6,1,2,4,7,16,11,16,16,0,0,0,0,0,2,0,0,2,0,24,26,1,18,17,2,30,2,26,0,24,0,0,0,2,0
10/3/2015,163,97,49,13,25,14,47,3,0,9,4,5,4,11,4,5,16,10,19,22,13,0,0,0,2,2,2,2,0,4,0,41,41,2,25,26,4,36,4,42,0,42,2,2,2,2,0
10/4/2015,134,52,59,17,27,9,38,1,2,2,4,6,5,4,2,9,14,16,14,21,10,0,0,0,4,4,4,0,0,4,1,32,31,3,19,16,2,26,4,32,0,32,4,0,4,4,0
10/5/2015,102,63,23,10,2,2,44,3,2,3,4,1,2,4,0,5,10,8,14,18,13,0,0,2,2,2,2,2,2,1,0,20,20,3,12,14,0,22,1,20,2,21,2,2,2,3,2
10/6/2015,63,56,50,14,0,0,24,1,2,2,2,0,1,0,1,9,9,10,11,9,12,0,0,0,2,2,2,0,0,3,1,20,21,2,10,11,1,13,3,21,0,20,2,0,2,2,0
10/7/2015,79,84,16,12,6,0,19,2,0,0,0,3,4,4,2,6,9,5,11,14,5,0,0,0,2,2,2,0,0,2,0,25,25,1,9,11,2,12,2,25,0,25,2,0,2,2,0
10/8/2015,66,44,38,21,10,18,82,1,0,0,1,3,0,2,2,7,5,12,10,11,14,0,0,2,4,4,4,2,2,5,0,24,24,3,17,19,2,22,5,25,2,26,4,4,4,5,2
10/9/2015,95,52,16,28,0,7,27,6,0,2,0,0,0,2,4,3,6,8,6,10,18,0,0,0,2,2,2,0,0,3,0,23,23,1,11,19,4,14,3,24,0,23,2,0,2,2,0
10/10/2015,85,14,106,4,2,0,8,2,0,2,2,0,4,4,2,4,9,10,9,12,10,0,0,0,0,0,2,0,0,2,0,23,23,1,14,15,2,17,2,23,0,23,0,0,0,2,0
10/11/2015,65,57,45,12,21,0,38,1,0,3,6,0,2,4,4,1,12,14,15,10,12,0,0,0,0,2,0,0,0,4,0,20,22,0,16,12,4,20,4,23,0,23,0,2,2,0,0
10/12/2015,56,68,3,19,7,2,87,0,2,3,2,0,2,3,0,5,12,8,9,7,14,0,0,2,6,6,6,2,2,6,1,16,16,4,12,16,0,15,6,17,2,17,6,2,6,7,2
10/13/2015,59,66,28,3,2,8,118,2,0,1,2,0,1,3,6,2,10,4,14,13,10,2,2,2,6,4,8,6,4,8,0,22,25,2,7,18,6,11,8,25,2,23,6,2,4,9,4
10/14/2015,40,16,45,18,9,8,112,2,0,2,2,0,2,2,0,2,12,11,7,10,6,0,0,4,4,4,6,6,4,6,0,16,15,2,16,12,0,25,6,18,4,18,4,4,4,8,4
10/15/2015,72,44,50,11,6,0,85,3,0,3,8,0,0,0,1,2,11,9,8,16,9,0,0,2,6,6,7,3,0,8,0,19,19,2,14,15,1,23,8,21,2,21,6,2,6,7,0
10/16/2015,51,73,30,3,0,23,50,1,2,0,4,0,1,5,4,0,10,9,8,8,10,0,0,0,2,2,3,3,2,6,1,20,20,0,14,16,4,17,6,21,0,20,2,2,2,3,2
10/17/2015,110,40,39,0,0,12,124,0,2,1,0,0,4,8,4,5,7,13,6,12,10,0,0,4,8,4,9,7,4,8,2,24,24,2,16,23,4,23,8,26,4,25,8,2,4,10,4
10/18/2015,57,52,38,4,7,4,114,2,0,2,4,3,0,6,4,1,8,9,9,12,10,0,0,2,6,2,6,6,4,8,0,18,18,1,14,18,4,24,8,20,2,20,6,6,2,7,4
10/19/2015,40,37,0,26,0,6,59,4,0,2,2,2,0,3,0,0,11,4,4,12,11,2,2,0,2,0,4,4,2,6,0,11,11,0,6,12,0,10,6,12,0,12,2,2,0,5,2
10/20/2015,53,17,26,48,20,0,59,5,0,1,3,0,0,2,1,1,5,10,2,9,12,0,0,0,8,2,8,6,4,6,0,15,15,1,13,20,1,15,6,15,0,15,8,0,2,8,4
10/21/2015,45,56,7,21,31,0,38,0,0,0,3,0,2,2,4,2,12,15,8,9,7,0,0,0,4,4,4,0,0,4,0,15,15,2,10,11,4,15,4,15,0,15,4,0,4,4,0
10/22/2015,73,26,67,18,11,0,77,0,0,2,5,2,0,4,3,2,14,12,15,8,11,0,0,0,8,4,7,3,0,8,0,22,22,2,10,16,3,15,8,22,0,23,8,0,4,9,0
10/23/2015,41,54,74,22,13,2,68,5,0,4,2,1,2,0,1,2,8,7,13,15,12,0,0,2,4,4,4,2,2,4,0,24,24,2,17,15,1,24,4,25,2,25,4,2,4,5,2
10/24/2015,54,66,38,21,6,0,26,4,0,2,0,3,4,0,4,3,16,9,15,11,6,1,1,2,0,0,1,1,0,2,0,19,19,2,10,8,4,18,2,20,2,19,0,2,0,1,0
10/25/2015,77,74,40,31,24,0,42,2,0,2,1,4,7,0,4,0,12,10,13,15,17,0,0,0,2,0,2,2,2,4,0,26,26,0,20,19,4,28,4,27,0,27,2,2,0,2,2
10/26/2015,80,47,25,28,6,26,67,1,2,1,5,0,2,4,1,3,9,11,10,16,14,0,0,2,2,2,4,4,2,4,1,25,25,1,13,20,1,21,4,26,2,26,2,4,2,5,2
10/27/2015,47,41,33,33,9,0,47,0,2,2,1,1,1,2,2,3,6,10,12,12,13,0,0,0,4,2,4,2,2,6,1,17,17,1,9,11,2,13,6,17,0,17,4,0,2,4,2
10/28/2015,59,48,19,24,0,8,63,0,0,2,2,2,4,0,0,4,10,7,14,7,10,1,1,0,4,6,5,1,0,6,0,17,17,3,14,9,0,17,6,17,0,18,4,2,6,5,0
10/29/2015,83,36,40,8,8,2,44,0,0,0,0,1,1,4,4,0,11,8,13,9,8,0,0,0,0,0,0,0,0,4,0,25,25,0,14,14,4,14,4,27,0,27,0,4,0,0,0
10/30/2015,101,22,35,19,22,13,6,0,0,0,0,1,0,8,2,5,12,12,14,8,13,0,0,0,0,0,0,0,0,2,0,23,24,3,13,14,2,13,2,24,0,23,0,0,0,0,0
10/31/2015,103,53,35,22,22,3,127,0,0,0,3,1,1,4,4,8,13,10,11,13,15,0,0,4,8,6,6,4,4,8,0,32,31,3,16,26,4,21,8,33,4,34,8,4,6,8,4
11/1/2015,35,12,8,8,0,2,76,2,0,0,0,0,0,0,2,1,4,7,6,6,3,2,2,2,2,4,4,4,4,4,0,7,7,1,9,5,2,10,4,8,2,8,2,2,4,5,6
11/2/2015,28,19,7,6,3,2,23,2,0,0,1,0,1,0,0,1,4,3,5,5,2,2,2,0,0,2,1,1,0,2,0,9,9,0,4,3,0,5,2,10,0,9,0,0,2,1,0
11/3/2015,24,6,21,16,2,0,42,0,2,2,0,1,1,1,0,0,4,3,6,4,6,0,0,0,2,0,2,2,0,4,0,9,9,0,5,9,0,9,4,9,0,11,2,2,0,2,0
11/4/2015,14,17,22,0,0,6,8,0,0,0,0,0,1,0,2,0,2,5,7,4,1,0,0,0,0,2,0,0,0,2,0,6,6,0,4,1,2,6,2,6,0,6,0,0,2,0,0
11/5/2015,0,28,3,8,23,0,73,0,0,0,4,0,2,2,0,1,3,5,5,6,5,1,1,0,4,2,7,5,0,6,0,7,7,1,4,7,0,11,6,9,0,9,4,2,2,7,0
11/6/2015,32,7,19,7,0,0,93,0,0,0,0,0,2,3,2,1,5,2,4,5,5,0,0,2,4,2,8,6,4,6,0,10,10,1,4,10,2,7,6,11,2,11,4,2,2,11,4
11/7/2015,23,0,9,9,0,0,26,0,0,0,0,0,0,2,0,2,3,1,1,5,4,0,0,0,2,0,0,0,0,2,0,5,9,0,0,8,0,1,2,9,0,9,2,0,0,0,0
11/8/2015,27,31,3,0,6,15,84,0,0,0,2,2,0,4,0,0,6,5,3,4,5,0,0,0,4,2,8,8,6,8,0,10,12,0,4,13,0,10,8,12,0,10,4,0,2,8,6
11/9/2015,14,19,0,0,0,0,49,0,0,0,4,0,0,0,0,1,4,6,0,2,2,0,0,2,2,4,6,4,0,4,0,2,2,1,2,3,0,9,4,2,2,2,2,0,4,6,0
11/10/2015,14,20,8,7,0,4,84,0,0,0,2,0,0,0,4,6,4,1,4,6,4,0,0,2,4,4,8,4,0,8,0,6,6,2,2,9,4,7,8,6,2,6,4,2,4,8,0
11/11/2015,31,8,0,20,2,0,103,0,0,0,0,2,0,0,0,2,4,6,7,4,3,0,0,4,4,4,8,6,4,8,0,8,8,2,6,5,0,13,8,9,4,9,4,4,4,10,4
11/12/2015,29,22,0,20,0,4,50,0,0,0,2,0,0,0,0,0,2,2,7,7,3,0,0,0,2,0,6,6,2,6,0,9,10,0,5,6,0,8,6,11,0,11,2,4,0,6,2
11/13/2015,13,14,12,8,7,2,59,0,0,0,0,0,0,0,0,2,5,4,6,4,3,0,0,2,4,2,2,2,2,4,0,9,8,1,5,6,0,7,4,9,2,9,4,2,2,3,2
11/14/2015,12,16,18,13,0,0,94,0,0,2,0,0,0,0,2,3,2,4,2,7,4,0,0,2,4,6,6,4,2,8,0,9,9,2,5,8,2,9,8,10,2,10,4,2,6,7,2
11/15/2015,11,20,11,0,6,6,88,0,0,0,0,0,0,0,2,2,5,3,3,2,3,0,0,2,6,4,6,4,4,6,0,8,8,2,5,10,2,6,6,9,2,9,6,2,4,7,4
11/16/2015,17,31,11,7,11,0,99,2,0,2,0,2,0,0,0,3,2,4,4,5,6,3,3,2,6,6,6,4,0,7,0,12,12,2,6,11,0,10,7,13,2,13,6,2,6,7,0
11/17/2015,8,12,14,2,6,0,93,0,0,0,0,0,4,0,0,4,5,2,5,2,2,0,0,2,6,4,6,4,4,9,0,6,8,2,3,5,0,6,9,8,2,7,6,0,4,6,4
11/18/2015,9,3,19,10,14,0,19,0,2,0,0,0,0,0,0,2,1,4,2,5,5,0,0,0,2,2,2,0,0,2,0,6,6,1,2,6,0,4,2,6,0,6,2,0,2,2,0
11/19/2015,4,19,16,11,4,6,73,0,0,0,2,0,0,0,2,1,5,6,4,3,6,0,0,4,2,2,4,4,4,4,0,6,6,1,9,6,2,13,4,7,4,7,2,2,2,5,4
11/20/2015,4,7,13,13,11,0,35,0,2,0,2,0,0,0,0,0,7,2,2,2,3,0,0,0,2,0,2,2,2,4,1,5,7,0,3,7,0,4,4,7,0,7,2,0,0,2,2
11/21/2015,0,26,7,0,2,7,71,2,0,0,0,0,0,0,0,6,4,1,3,2,4,2,2,0,6,4,4,0,0,8,0,7,7,3,1,9,0,1,8,8,0,7,6,0,4,4,0
11/22/2015,26,17,6,9,0,11,56,2,0,1,0,0,2,1,2,1,5,6,4,6,2,1,1,0,2,2,2,2,0,6,0,9,9,1,5,6,2,10,6,10,0,10,2,2,2,3,0
11/23/2015,19,24,8,0,0,12,74,0,0,0,0,0,0,0,0,2,5,6,4,1,2,0,0,4,2,2,4,4,2,5,0,9,10,1,9,6,0,12,5,13,4,12,2,2,2,5,2
11/24/2015,15,37,12,0,0,0,79,0,0,0,2,0,2,0,0,1,5,1,6,3,3,0,0,2,2,2,4,4,1,6,0,12,13,1,5,8,0,10,6,14,2,13,2,4,2,6,1
11/25/2015,15,30,2,9,6,7,90,4,0,0,0,0,0,2,0,1,1,4,3,5,5,3,3,0,4,2,6,6,7,9,0,9,10,0,6,11,0,6,9,10,0,10,6,2,2,6,7
11/26/2015,13,10,24,0,3,9,70,0,0,0,0,0,0,0,2,2,2,3,2,5,3,0,0,0,6,4,4,0,0,8,0,10,9,2,4,11,2,5,8,10,0,11,6,2,4,4,0
11/27/2015,10,3,26,12,0,0,25,2,0,0,2,0,0,0,0,2,4,3,3,5,3,0,0,0,2,0,2,2,0,2,0,6,6,0,2,4,0,6,2,6,0,6,2,2,0,2,0
11/28/2015,20,4,26,13,4,0,62,0,2,0,0,0,0,0,0,0,7,4,2,3,4,0,0,0,4,0,4,4,4,6,2,10,10,0,5,10,0,6,6,11,0,11,4,2,0,4,4
11/29/2015,24,13,4,27,0,0,129,0,0,0,1,0,0,0,0,2,3,2,8,5,5,0,0,4,6,4,6,6,4,8,0,13,15,2,6,13,0,11,8,17,4,15,6,6,4,9,4
11/30/2015,24,14,0,24,13,0,81,0,0,0,0,2,0,0,2,1,5,8,4,2,5,0,0,2,2,4,6,6,2,6,0,9,9,1,9,7,2,15,6,10,2,10,2,4,4,7,2
12/1/2015,23,0,0,14,0,6,53,0,0,0,3,2,4,2,0,0,3,1,3,2,2,2,2,0,4,0,4,6,2,4,0,5,5,0,2,5,0,6,4,5,0,6,4,0,0,6,2
12/2/2015,16,2,0,8,16,0,67,0,0,0,0,0,0,2,0,1,2,4,3,1,0,0,0,2,2,2,4,4,4,4,0,7,7,1,6,5,0,9,4,8,2,8,2,4,2,5,4
12/3/2015,11,5,6,0,0,0,141,0,0,2,2,0,0,0,2,3,1,2,1,2,4,0,0,4,6,8,8,6,4,8,0,5,5,3,5,8,2,12,8,7,4,7,6,6,8,10,4
12/4/2015,6,0,6,10,8,3,19,0,0,0,0,0,0,0,0,2,1,2,4,3,0,0,0,0,2,2,2,0,0,2,0,4,5,1,2,1,0,2,2,5,0,4,2,0,2,2,0
12/5/2015,16,0,8,3,0,5,59,0,0,4,0,2,0,0,0,3,0,3,3,6,1,0,0,0,2,0,8,8,4,4,0,3,2,0,1,4,0,9,4,2,0,3,2,0,0,9,4
12/6/2015,5,7,22,0,0,2,81,0,0,0,0,0,0,0,2,1,2,2,1,2,2,0,0,2,2,2,2,2,2,6,0,8,10,1,6,10,2,7,6,12,2,10,2,4,2,3,2
12/7/2015,6,11,0,4,2,0,38,0,0,0,2,0,0,0,0,1,1,1,2,2,1,0,0,2,2,2,2,2,1,1,0,3,3,1,3,3,0,6,1,4,2,3,2,2,2,3,1
12/8/2015,19,0,12,0,9,0,67,0,0,0,0,2,0,0,0,2,3,3,1,3,1,0,0,0,2,0,4,4,3,7,0,8,8,0,6,6,0,7,7,9,0,10,2,2,0,4,3
12/9/2015,6,7,3,0,0,5,48,2,0,0,0,2,0,0,0,1,3,1,1,2,2,3,3,0,2,0,2,2,0,4,0,4,6,0,0,6,0,2,4,6,0,5,2,0,0,4,0
12/10/2015,12,8,0,6,0,0,120,2,0,0,2,0,0,0,0,2,3,0,3,4,0,2,2,4,6,4,7,7,4,5,0,7,7,2,3,6,0,9,5,8,4,9,6,5,4,10,4
12/11/2015,4,3,6,0,11,0,46,0,0,0,2,0,0,0,0,1,2,4,1,2,1,0,0,0,4,2,2,0,0,5,0,3,5,1,2,5,0,3,5,6,0,5,4,1,2,2,0
12/12/2015,21,0,0,2,0,0,33,0,0,0,0,0,0,0,4,0,2,1,0,3,2,0,0,0,2,2,2,0,0,4,0,2,4,0,0,4,4,1,4,5,0,4,2,0,2,2,0
12/13/2015,10,17,15,0,0,0,118,2,0,0,0,2,0,0,2,5,2,1,4,0,4,2,2,2,8,8,8,4,2,8,0,7,7,4,5,8,2,6,8,8,2,8,8,2,8,9,2
12/14/2015,0,18,7,2,0,9,64,0,0,0,0,0,0,2,0,2,4,4,1,1,2,0,0,0,4,0,4,4,4,6,0,5,5,0,5,9,0,6,6,6,0,6,4,2,0,4,4
12/15/2015,8,13,9,0,0,8,34,0,0,2,0,2,2,0,0,2,2,2,4,2,2,0,0,0,0,0,4,2,2,4,0,4,4,0,3,3,0,6,4,4,0,4,0,0,0,6,2
12/16/2015,8,12,0,0,0,0,128,2,0,0,2,0,0,0,0,2,3,1,2,1,1,2,2,4,4,4,8,8,6,8,0,5,5,2,7,6,0,9,8,7,4,7,4,4,4,10,6
12/17/2015,6,2,0,0,0,6,57,2,0,1,0,0,0,0,0,1,4,0,1,2,0,1,1,0,4,2,6,4,2,6,0,1,1,1,1,3,0,3,6,1,0,1,4,2,2,6,2
12/18/2015,4,4,0,2,0,11,66,0,0,1,0,1,0,0,0,2,3,2,1,2,2,0,0,2,4,4,4,2,2,3,0,3,3,2,4,5,0,5,3,4,2,4,4,2,4,5,2
12/19/2015,6,0,14,7,6,0,40,4,0,0,0,0,2,0,0,0,1,1,3,2,3,4,4,0,2,2,3,3,0,3,0,5,5,0,1,3,0,2,3,5,0,5,2,0,2,3,0
12/20/2015,6,7,6,15,0,0,58,0,0,0,2,0,0,0,0,2,4,1,3,1,1,0,0,0,6,4,6,2,2,6,0,4,4,2,2,5,0,3,6,4,0,4,6,0,4,6,2
12/21/2015,0,34,0,0,0,0,49,2,0,0,0,1,0,0,0,1,2,0,5,1,1,0,0,0,2,6,2,0,0,8,0,4,6,1,3,3,0,3,8,6,0,6,2,0,8,2,0
12/22/2015,12,22,0,0,3,0,19,0,0,0,1,0,0,1,2,1,2,3,1,3,1,0,0,0,2,2,2,0,0,2,0,3,3,1,2,4,2,4,2,3,0,3,2,0,2,2,0
12/23/2015,0,13,12,0,0,0,59,2,0,0,0,2,0,0,0,2,1,3,2,0,2,1,1,0,0,0,4,4,0,6,0,6,4,0,5,3,0,9,6,5,0,7,0,4,0,5,0
12/24/2015,5,12,0,14,0,0,22,0,0,2,0,4,0,2,0,0,2,3,0,3,1,0,0,2,2,0,4,4,0,2,0,1,1,0,1,3,0,4,2,1,2,1,2,0,0,4,0
12/25/2015,7,2,26,0,0,6,87,0,0,0,0,0,0,0,2,3,0,3,4,4,2,0,0,2,6,6,6,2,2,6,0,6,6,3,4,7,2,7,6,7,2,7,6,2,6,7,2
12/26/2015,9,4,13,0,3,0,82,0,0,0,0,0,0,2,0,2,3,4,1,1,1,0,0,2,6,4,6,4,4,5,0,4,3,2,5,7,0,7,5,4,2,4,6,2,4,7,4
12/27/2015,6,14,0,0,3,4,44,0,0,0,0,0,0,2,0,2,1,2,1,4,0,0,0,0,4,4,4,0,0,5,0,3,4,2,1,5,0,2,5,4,0,4,4,0,4,4,0
12/28/2015,6,9,3,7,0,0,56,0,0,0,0,1,2,0,0,0,1,3,0,3,2,0,0,0,2,0,4,4,2,6,0,4,4,0,3,6,0,8,6,5,0,5,2,2,0,4,2
12/29/2015,16,11,6,0,9,0,28,0,0,0,0,1,0,0,0,2,2,4,0,2,5,1,1,2,0,2,3,1,0,2,0,4,4,0,4,6,0,6,2,5,2,4,0,0,2,3,0
12/30/2015,8,8,9,6,0,0,49,0,0,0,0,2,0,0,0,1,3,1,3,5,0,0,0,2,2,2,6,4,0,6,0,3,3,1,2,1,0,7,6,3,2,3,2,2,2,6,0
12/31/2015,23,9,6,0,0,0,39,0,0,0,2,0,0,0,0,1,1,3,2,2,2,0,0,0,4,2,4,2,2,4,0,4,4,1,3,5,0,5,4,4,0,4,4,0,2,4,2
1/1/2016,2,0,16,2,0,0,54,0,0,0,4,0,0,0,0,0,4,1,1,2,0,0,0,0,4,0,6,6,4,6,0,1,1,0,3,4,0,5,6,1,0,1,4,0,0,6,4
1/2/2016,6,0,9,10,0,0,20,0,0,0,0,0,0,2,0,0,2,1,2,2,1,0,0,0,2,0,2,2,2,2,0,3,3,0,0,4,0,1,2,3,0,3,2,0,0,2,2
1/3/2016,4,0,30,0,0,0,65,0,0,0,0,0,2,0,2,1,1,4,2,0,1,0,0,0,6,4,5,3,2,6,0,4,4,1,5,6,2,6,6,4,0,5,6,0,4,5,2
1/4/2016,6,5,14,0,0,0,109,0,2,0,0,2,0,0,6,3,0,1,2,4,1,1,1,4,2,2,5,5,2,8,2,6,8,1,2,6,6,7,8,9,6,7,2,2,2,7,2
1/5/2016,9,13,0,0,0,2,19,0,0,0,2,0,0,0,0,1,2,2,1,0,3,0,0,0,2,2,2,0,0,2,0,2,2,1,2,3,0,2,2,2,0,2,2,0,2,2,0
1/6/2016,9,7,0,10,0,0,101,1,0,0,2,0,0,0,0,1,2,2,2,3,2,0,0,2,2,6,6,8,2,6,0,4,6,1,4,6,0,12,6,7,2,7,2,6,6,9,2
1/7/2016,6,9,0,6,2,0,118,3,0,0,0,0,0,0,0,2,3,1,1,3,0,0,0,4,6,4,6,6,6,6,0,6,6,2,5,9,0,8,6,8,4,8,6,4,4,8,6
1/8/2016,19,6,0,9,0,0,47,0,0,0,0,0,1,0,0,1,0,4,1,4,3,0,0,0,4,2,3,1,0,6,0,4,4,1,3,6,0,7,6,5,0,4,4,2,2,3,0
1/9/2016,28,0,0,0,0,12,122,0,0,2,0,0,0,2,4,1,0,4,0,4,2,0,0,4,4,6,7,7,4,8,0,7,7,1,5,10,4,12,8,11,4,8,4,4,6,8,4
1/10/2016,0,14,7,8,2,0,67,0,0,0,0,2,0,0,2,3,4,1,1,3,1,1,1,0,2,2,3,1,0,8,0,7,7,1,3,5,2,4,8,8,0,9,2,2,2,3,0
1/11/2016,12,0,14,3,0,8,22,0,0,2,0,0,0,0,0,0,1,3,3,2,1,0,0,0,0,0,0,0,0,2,0,6,6,0,5,3,0,7,2,7,0,7,0,2,0,0,0
1/12/2016,6,0,4,4,0,10,56,0,0,0,0,2,2,2,0,0,2,2,1,2,3,0,0,2,2,2,6,6,2,6,0,2,2,0,1,3,0,6,6,2,2,2,2,0,2,6,2
1/13/2016,11,0,0,4,14,0,102,0,0,0,0,2,0,0,2,3,1,2,2,2,1,0,0,2,6,6,8,4,2,8,0,5,5,3,4,6,2,7,8,6,2,6,6,2,6,10,2
1/14/2016,0,32,0,0,0,0,87,0,0,0,0,0,1,2,0,3,2,2,0,4,1,0,0,2,6,6,6,2,2,6,0,5,5,3,4,8,0,6,6,6,2,6,6,2,6,7,2
1/15/2016,8,15,6,0,0,0,100,0,0,0,0,1,0,0,2,2,0,1,3,2,1,0,0,2,6,4,5,3,2,8,0,7,7,2,5,8,2,7,8,8,2,9,6,4,4,6,2
1/16/2016,15,6,0,0,0,4,66,0,0,0,0,0,1,4,0,1,2,1,2,1,1,0,0,3,2,2,6,4,4,5,0,4,4,1,3,3,0,5,5,4,3,5,2,0,2,7,4
1/17/2016,32,4,2,0,0,0,89,0,0,0,0,1,0,0,2,1,3,1,0,3,2,0,0,1,4,2,4,2,2,9,0,7,9,1,5,12,2,6,9,11,1,10,4,4,2,5,2
1/18/2016,26,21,3,0,0,0,8,0,0,0,0,2,1,0,0,2,1,2,2,2,3,0,0,0,0,0,0,0,0,2,0,6,6,0,4,6,0,5,2,6,0,6,0,0,0,0,0
1/19/2016,17,13,0,21,0,0,97,0,0,1,0,0,0,0,0,3,3,2,3,2,4,0,0,2,8,6,8,4,2,8,0,6,8,3,5,11,0,6,8,9,2,7,8,2,6,9,2
1/20/2016,9,21,6,0,3,0,20,0,0,1,0,0,0,0,0,2,1,3,4,3,2,0,0,0,2,0,2,2,2,2,0,4,4,0,2,3,0,4,2,4,0,4,2,0,0,2,2
1/21/2016,14,9,0,6,0,0,98,0,0,0,0,0,0,2,0,2,2,0,2,2,2,0,0,4,4,4,4,4,4,4,0,8,8,2,4,9,0,6,4,10,4,10,4,4,4,6,4
1/22/2016,2,11,0,0,0,7,76,0,0,0,0,0,0,2,0,1,1,0,3,1,3,0,0,0,4,2,6,4,4,8,0,4,4,1,2,7,0,2,8,5,0,5,4,2,2,7,4
1/23/2016,2,0,18,11,0,0,20,0,0,0,2,0,0,0,0,0,4,2,1,2,3,0,0,0,2,0,2,2,2,2,0,2,2,0,3,4,0,4,2,2,0,2,2,0,0,2,2
1/24/2016,9,3,6,6,0,0,74,0,0,0,0,0,1,0,0,3,2,1,2,1,1,0,0,2,6,6,6,2,0,5,0,4,4,3,2,5,0,5,5,5,2,4,6,2,6,7,0
1/25/2016,11,7,0,9,0,4,76,0,0,0,0,0,0,4,0,3,3,3,2,1,1,0,0,0,6,6,6,0,2,9,0,4,4,3,3,6,0,3,9,4,0,5,6,0,6,6,2
